absolute_magnitude_h,estimated_diameter_min,estimated_diameter_max,date,velocity_km_s,miss_distance_km,year_discovered,name_neo,classType_FLR,halfAngle_CME,speed_CME,type_CME,TEMP,SLP,WDSP,MXSPD,GUST,MAX,MIN
21.69,122.0548318,272.9229009,2024-02-10,5852.365885,31114053287.440083,2023,WK2,M1.5,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
21.69,122.0548318,272.9229009,2024-02-10,5852.365885,31114053287.440083,2023,WK2,M3.4,46.0,1276000.0,O,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
21.69,122.0548318,272.9229009,2024-02-10,5852.365885,31114053287.440083,2023,WK2,M3.4,39.0,967000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
21.69,122.0548318,272.9229009,2024-02-10,5852.365885,31114053287.440083,2023,WK2,M3.4,31.0,314000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
21.69,122.0548318,272.9229009,2024-02-10,5852.365885,31114053287.440083,2023,WK2,M3.4,21.0,304000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
21.69,122.0548318,272.9229009,2024-02-10,5852.365885,31114053287.440083,2023,WK2,M3.4,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
21.69,122.0548318,272.9229009,2024-02-10,5852.365885,31114053287.440083,2023,WK2,M9.0,46.0,1276000.0,O,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
21.69,122.0548318,272.9229009,2024-02-10,5852.365885,31114053287.440083,2023,WK2,M9.0,39.0,967000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
21.69,122.0548318,272.9229009,2024-02-10,5852.365885,31114053287.440083,2023,WK2,M9.0,31.0,314000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
21.69,122.0548318,272.9229009,2024-02-10,5852.365885,31114053287.440083,2023,WK2,M9.0,21.0,304000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
21.69,122.0548318,272.9229009,2024-02-10,5852.365885,31114053287.440083,2023,WK2,M9.0,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M1.5,46.0,1276000.0,O,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M1.5,39.0,967000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M1.5,31.0,314000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M1.5,21.0,304000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M1.5,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M3.4,46.0,1276000.0,O,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M3.4,39.0,967000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M3.4,31.0,314000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M3.4,21.0,304000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M3.4,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M9.0,46.0,1276000.0,O,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M9.0,39.0,967000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M9.0,31.0,314000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M9.0,21.0,304000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
23.22,60.3330078,134.90870660000002,2024-02-10,8078.619017999999,7037027660.719389,2024,BH,M9.0,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M1.5,46.0,1276000.0,O,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M1.5,39.0,967000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M1.5,31.0,314000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M1.5,21.0,304000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M1.5,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M3.4,46.0,1276000.0,O,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M3.4,39.0,967000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M3.4,31.0,314000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M3.4,21.0,304000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M3.4,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M9.0,46.0,1276000.0,O,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M9.0,39.0,967000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M9.0,31.0,314000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M9.0,21.0,304000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
25.65,19.704026199999998,44.059542,2024-02-10,8089.113211900001,11608970280.060232,2024,BJ4,M9.0,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M1.5,46.0,1276000.0,O,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M1.5,39.0,967000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M1.5,31.0,314000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M1.5,21.0,304000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M1.5,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M3.4,46.0,1276000.0,O,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M3.4,39.0,967000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M3.4,31.0,314000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M3.4,21.0,304000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M3.4,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M9.0,46.0,1276000.0,O,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M9.0,39.0,967000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M9.0,31.0,314000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M9.0,21.0,304000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.68,4.8815189000000005,10.915408099999999,2024-02-10,3064.9311604,1986271133.132675,2024,CV1,M9.0,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M1.5,46.0,1276000.0,O,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M1.5,39.0,967000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M1.5,31.0,314000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M1.5,21.0,304000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M1.5,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M3.4,46.0,1276000.0,O,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M3.4,39.0,967000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M3.4,31.0,314000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M3.4,21.0,304000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M3.4,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M9.0,46.0,1276000.0,O,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M9.0,39.0,967000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M9.0,31.0,314000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M9.0,21.0,304000.0,S,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
28.95,4.3107712,9.6391775,2024-02-10,3122.1246719,459898185.091165,2024,CN8,M9.0,34.0,912000.0,C,23.8,1011.4,9.0,15.7,24.3,26.2,19.0
21.73,119.8270801,267.9414966,2024-02-14,8212.5143599,32166426386.692318,2016,AE165,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.73,119.8270801,267.9414966,2024-02-14,8212.5143599,32166426386.692318,2016,AE165,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.73,119.8270801,267.9414966,2024-02-14,8212.5143599,32166426386.692318,2016,AE165,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.73,119.8270801,267.9414966,2024-02-14,8212.5143599,32166426386.692318,2016,AE165,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.29,146.74218340000002,328.1254972,2024-02-14,18029.892266400002,59700074190.55663,2016,BA39,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.29,146.74218340000002,328.1254972,2024-02-14,18029.892266400002,59700074190.55663,2016,BA39,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.29,146.74218340000002,328.1254972,2024-02-14,18029.892266400002,59700074190.55663,2016,BA39,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.29,146.74218340000002,328.1254972,2024-02-14,18029.892266400002,59700074190.55663,2016,BA39,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
18.87,447.2547654,1000.0920587999999,2024-02-14,13029.0615456,55116038483.31924,2017,FU158,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
18.87,447.2547654,1000.0920587999999,2024-02-14,13029.0615456,55116038483.31924,2017,FU158,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
18.87,447.2547654,1000.0920587999999,2024-02-14,13029.0615456,55116038483.31924,2017,FU158,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
18.87,447.2547654,1000.0920587999999,2024-02-14,13029.0615456,55116038483.31924,2017,FU158,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
22.45,86.011194,192.3268766,2024-02-14,15205.8158472,8407156763.627427,2018,CY2,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
22.45,86.011194,192.3268766,2024-02-14,15205.8158472,8407156763.627427,2018,CY2,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
22.45,86.011194,192.3268766,2024-02-14,15205.8158472,8407156763.627427,2018,CY2,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
22.45,86.011194,192.3268766,2024-02-14,15205.8158472,8407156763.627427,2018,CY2,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
28.11,6.3468024,14.191881599999999,2024-02-14,17132.119816500002,40622102541.652374,2021,EA,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
28.11,6.3468024,14.191881599999999,2024-02-14,17132.119816500002,40622102541.652374,2021,EA,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
28.11,6.3468024,14.191881599999999,2024-02-14,17132.119816500002,40622102541.652374,2021,EA,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
28.11,6.3468024,14.191881599999999,2024-02-14,17132.119816500002,40622102541.652374,2021,EA,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
25.95,17.1614894,38.3742569,2024-02-14,8883.0239757,53117352552.07057,2021,PK1,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
25.95,17.1614894,38.3742569,2024-02-14,8883.0239757,53117352552.07057,2021,PK1,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
25.95,17.1614894,38.3742569,2024-02-14,8883.0239757,53117352552.07057,2021,PK1,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
25.95,17.1614894,38.3742569,2024-02-14,8883.0239757,53117352552.07057,2021,PK1,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.58,12.839702999999998,28.7104486,2024-02-14,12071.4617745,23009424795.723495,2022,CK6,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.58,12.839702999999998,28.7104486,2024-02-14,12071.4617745,23009424795.723495,2022,CK6,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.58,12.839702999999998,28.7104486,2024-02-14,12071.4617745,23009424795.723495,2022,CK6,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.58,12.839702999999998,28.7104486,2024-02-14,12071.4617745,23009424795.723495,2022,CK6,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
23.65,49.4942761,110.6725658,2024-02-14,13597.6545679,73119184741.37082,2023,SG7,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
23.65,49.4942761,110.6725658,2024-02-14,13597.6545679,73119184741.37082,2023,SG7,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
23.65,49.4942761,110.6725658,2024-02-14,13597.6545679,73119184741.37082,2023,SG7,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
23.65,49.4942761,110.6725658,2024-02-14,13597.6545679,73119184741.37082,2023,SG7,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.49,13.3830462,29.925401,2024-02-14,6188.2407861,34745208920.90656,2023,TC,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.49,13.3830462,29.925401,2024-02-14,6188.2407861,34745208920.90656,2023,TC,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.49,13.3830462,29.925401,2024-02-14,6188.2407861,34745208920.90656,2023,TC,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.49,13.3830462,29.925401,2024-02-14,6188.2407861,34745208920.90656,2023,TC,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.39,140.1376972,313.35741709999996,2024-02-14,12463.624936,4600323923.322994,2024,BR4,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.39,140.1376972,313.35741709999996,2024-02-14,12463.624936,4600323923.322994,2024,BR4,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.39,140.1376972,313.35741709999996,2024-02-14,12463.624936,4600323923.322994,2024,BR4,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.39,140.1376972,313.35741709999996,2024-02-14,12463.624936,4600323923.322994,2024,BR4,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.43,13.7579896,30.7638,2024-02-14,12298.6502543,3781125059.6962,2024,CD1,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.43,13.7579896,30.7638,2024-02-14,12298.6502543,3781125059.6962,2024,CD1,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.43,13.7579896,30.7638,2024-02-14,12298.6502543,3781125059.6962,2024,CD1,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.43,13.7579896,30.7638,2024-02-14,12298.6502543,3781125059.6962,2024,CD1,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
25.82,18.2202771,40.7417781,2024-02-14,14254.3551029,1293290251.352718,2024,CL1,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
25.82,18.2202771,40.7417781,2024-02-14,14254.3551029,1293290251.352718,2024,CL1,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
25.82,18.2202771,40.7417781,2024-02-14,14254.3551029,1293290251.352718,2024,CL1,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
25.82,18.2202771,40.7417781,2024-02-14,14254.3551029,1293290251.352718,2024,CL1,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.72,12.038017700000001,26.9178258,2024-02-14,10811.1054804,584946640.709916,2024,CU1,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.72,12.038017700000001,26.9178258,2024-02-14,10811.1054804,584946640.709916,2024,CU1,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.72,12.038017700000001,26.9178258,2024-02-14,10811.1054804,584946640.709916,2024,CU1,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.72,12.038017700000001,26.9178258,2024-02-14,10811.1054804,584946640.709916,2024,CU1,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
24.74,29.9609084,66.9946278,2024-02-14,7777.9221336,6720948185.432893,2024,CK3,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
24.74,29.9609084,66.9946278,2024-02-14,7777.9221336,6720948185.432893,2024,CK3,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
24.74,29.9609084,66.9946278,2024-02-14,7777.9221336,6720948185.432893,2024,CK3,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
24.74,29.9609084,66.9946278,2024-02-14,7777.9221336,6720948185.432893,2024,CK3,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
27.95,6.832112,15.277066799999998,2024-02-14,21856.662472499997,420087229.846339,2024,CR6,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
27.95,6.832112,15.277066799999998,2024-02-14,21856.662472499997,420087229.846339,2024,CR6,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
27.95,6.832112,15.277066799999998,2024-02-14,21856.662472499997,420087229.846339,2024,CR6,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
27.95,6.832112,15.277066799999998,2024-02-14,21856.662472499997,420087229.846339,2024,CR6,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
25.15,24.8058993,55.4676771,2024-02-14,18767.035569699998,8715353358.671717,2024,DJ,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
25.15,24.8058993,55.4676771,2024-02-14,18767.035569699998,8715353358.671717,2024,DJ,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
25.15,24.8058993,55.4676771,2024-02-14,18767.035569699998,8715353358.671717,2024,DJ,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
25.15,24.8058993,55.4676771,2024-02-14,18767.035569699998,8715353358.671717,2024,DJ,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.72,12.038017700000001,26.9178258,2024-02-14,6971.0123685,6562338135.8298435,2024,DC1,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.72,12.038017700000001,26.9178258,2024-02-14,6971.0123685,6562338135.8298435,2024,DC1,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.72,12.038017700000001,26.9178258,2024-02-14,6971.0123685,6562338135.8298435,2024,DC1,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
26.72,12.038017700000001,26.9178258,2024-02-14,6971.0123685,6562338135.8298435,2024,DC1,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
22.51,83.6671502,187.0854353,2024-02-14,12416.6419728,44899122459.75296,2024,DX1,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
22.51,83.6671502,187.0854353,2024-02-14,12416.6419728,44899122459.75296,2024,DX1,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
22.51,83.6671502,187.0854353,2024-02-14,12416.6419728,44899122459.75296,2024,DX1,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
22.51,83.6671502,187.0854353,2024-02-14,12416.6419728,44899122459.75296,2024,DX1,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.7,121.4940408,271.6689341,2024-02-14,14694.8533648,15860722998.239525,2024,FR1,M1.0,27.0,352000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.7,121.4940408,271.6689341,2024-02-14,14694.8533648,15860722998.239525,2024,FR1,M1.0,43.0,2012000.0,R,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.7,121.4940408,271.6689341,2024-02-14,14694.8533648,15860722998.239525,2024,FR1,M1.0,39.0,341000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
21.7,121.4940408,271.6689341,2024-02-14,14694.8533648,15860722998.239525,2024,FR1,M1.0,16.0,428000.0,S,22.5,998.7,21.3,35.2,48.4,31.3,19.0
20.2,242.41248109999998,542.0507863,2024-02-13,2410.4282616,53716483045.54838,2011,VQ5,C5.0,18.0,791000.0,C,32.2,992.6,16.6,31.7,50.5,35.2,27.1
22.7,76.6575574,171.4115092,2024-02-13,10776.0890124,23666921795.769016,2000,WP19,C5.0,18.0,791000.0,C,32.2,992.6,16.6,31.7,50.5,35.2,27.1
24.53,33.003118300000004,73.7972161,2024-02-13,6992.2696305,48762731985.181274,2007,RX8,C5.0,18.0,791000.0,C,32.2,992.6,16.6,31.7,50.5,35.2,27.1
21.57,128.9896833,288.4297004,2024-02-13,11748.4951148,29762717656.30739,2009,EF3,C5.0,18.0,791000.0,C,32.2,992.6,16.6,31.7,50.5,35.2,27.1
23.9,44.11182,98.6370281,2024-02-13,16667.6906051,57278519062.59175,2015,FB34,C5.0,18.0,791000.0,C,32.2,992.6,16.6,31.7,50.5,35.2,27.1
